"","stationName","latitude","longitude","stAddress1"
"658","31 St & 23 Ave","40.7747878","-73.9125551","31 St & 23 Ave"
"659","5 Ave & E 126 St","40.80698","-73.941747","5 Ave & E 126 St"
"660","Steinway St & 23 Ave","40.7713937","-73.9077436","Steinway St & 23 Ave"
"661","Lenox Ave & W 130 St","40.8107922","-73.9430681","Lenox Ave & W 130 St"
"662","Crescent St & Ditmars Blvd","40.7787185","-73.9145645","Crescent St & Ditmars Blvd"
"663","Frederick Douglass Blvd & W 129 St","40.8125511","-73.9492286","Frederick Douglass Blvd & W 129 St"
"664","Ditmars Blvd & 19 St","40.78145","-73.9183302","Ditmars Blvd & 19 St"
"665","St. Nicholas Ave & W 126 St","40.8114323","-73.9518776","St. Nicholas Ave & W 126 St"
"666","Frederick Douglass Blvd & W 117 St","40.805159","-73.954692","Frederick Douglass Blvd & W 117 St"
"667","Mt Morris Park W & W 120 St","40.804038","-73.945925","Mt Morris Park W & W 120 St"
"668","W 116 St & Broadway","40.8082","-73.9641","W 116 St & Broadway"
"669","Carlton Ave & Dean St","40.6809741","-73.9710097","Carlton Ave & Dean St"
"670","W 110 St & Amsterdam Ave","40.802692","-73.96295","W 110 St & Amsterdam Ave"
"671","W 116 St & Amsterdam Ave","40.8067581","-73.9607082","W 116 St & Amsterdam Ave"
"672","Morningside Ave & W 123 St","40.81","-73.9551508","Morningside Ave & W 123 St"
"673","Amsterdam Ave & W 125 St","40.813358","-73.956461","Amsterdam Ave & W 125 St"
"674","Amsterdam Ave & W 119 St","40.8086249","-73.9596214","Amsterdam Ave & W 119 St"
"675","Morningside Dr & Amsterdam Ave","40.81028506306","-73.9573645591736","Morningside Dr & Amsterdam Ave"
"676","Underhill Ave & Pacific St","40.6804836","-73.9646795","Underhill Ave & Pacific St"
"677","Broadway & W 122 St","40.8120562","-73.9612547","Broadway & W 122 St"
"678","Pacific St & Classon Ave","40.6791944","-73.9587903","Pacific St & Classon Ave"
"679","Broadway & Moylan Pl","40.8143256","-73.9590255","Broadway & Moylan Pl"
"680","Grand Ave & Bergen St","40.678045","-73.962408","Grand Ave & Bergen St"
"681","3 Ave & E 112 St","40.795508","-73.941606","3 Ave & E 112 St"
"682","W 113 St & Broadway","40.805973","-73.964928","W 113 St & Broadway"
"683","Frederick Douglass Blvd & W 112 St","40.801694","-73.957145","Frederick Douglass Blvd & W 112 St"
"684","Vernon Blvd & 41 Rd","40.7552433","-73.9485678","Vernon Blvd & 41 Rd"
"685","28 St & 41 Ave","40.751047","-73.93797","28 St & 41 Ave"
"686","24 St & 41 Ave","40.7527085","-73.9397405","24 St & 41 Ave"
"687","40 Ave & 9 St","40.75742","-73.945133","40 Ave & 9 St"
"688","Bergen St & Vanderbilt Ave","40.6794388","-73.9680438","Bergen St & Vanderbilt Ave"
"689","21 St & 38 Ave","40.7576314","-73.9391224","21 St & 38 Ave"
"690","28 St & 38 Ave","40.754876","-73.934326","28 St & 38 Ave"
"691","37 Ave & 35 St","40.7531106","-73.9279917","37 Ave & 35 St"
"692","Classon Ave & St Marks Ave","40.6765198","-73.9596082","Classon Ave & St Marks Ave"
"693","28 St & 36 Ave","40.757186","-73.932719","28 St & 36 Ave"
"694","21 St & 36 Ave","40.7601853","-73.9362726","21 St & 36 Ave"
"695","36 Ave & 10 St","40.7614376","-73.9411265","36 Ave & 10 St"
"696","Crescent St & 35 Ave","40.7596276","-73.9321455","Crescent St & 35 Ave"
"697","11 St & 35 Ave","40.7627442","-73.9391141","11 St & 35 Ave"
"698","34 St & 35 Ave","40.7569332","-73.9262231","34 St & 35 Ave"
"699","Franklin Ave & St Marks Ave","40.6758324","-73.9561677","Franklin Ave & St Marks Ave"
"700","35 Ave & 37 St","40.7557327","-73.9236611","35 Ave & 37 St"
"701","Bedford Ave & Bergen St","40.676368","-73.952918","Bedford Ave & Bergen St"
"702","34 Ave & 38 St","40.756913","-73.921631","34 Ave & 38 St"
"703","35 St & 34 Ave","40.7580583","-73.9242751","35 St & 34 Ave"
"704","Prospect Pl & Underhill Ave","40.6769694","-73.96579","Prospect Pl & Underhill Ave"
"705","Crescent St & 34 Ave","40.76108","-73.930562","Crescent St & 34 Ave"
"706","Park Pl & Vanderbilt Ave","40.6767","-73.969024","Park Pl & Vanderbilt Ave"
"707","34 Ave & 21 St","40.7628138","-73.9342862","34 Ave & 21 St"
"708","Park Pl & Franklin Ave","40.6741806","-73.9564947","Park Pl & Franklin Ave"
"709","Sterling Pl & Bedford Ave","40.672695","-73.954131","Sterling Pl & Bedford Ave"
"710","St Johns Pl & Washington Ave","40.6737236","-73.9631611","St Johns Pl & Washington Ave"
"711","Underhill Ave & Lincoln Pl","40.6740123","-73.9671457","Underhill Ave & Lincoln Pl"
"712","Lincoln Pl & Classon Ave","40.6721683","-73.9609","Lincoln Pl & Classon Ave"
"713","Eastern Pkwy & Washington Ave","40.6716493","-73.9631145","Eastern Pkwy & Washington Ave"
"714","Eastern Pkwy & Franklin Ave","40.6707767","-73.9576801","Eastern Pkwy & Franklin Ave"
"715","Union St & Bedford Ave","40.6691783","-73.9554162","Union St & Bedford Ave"
"716","34 Ave & 13 St","40.7638753","-73.9364848","34 Ave & 13 St"
"717","Carroll St & Washington Ave","40.6686744","-73.9618148","Carroll St & Washington Ave"
"718","Vernon Blvd & 10 St","40.7671863","-73.9373554","Vernon Blvd & 10 St"
"719","Broadway & 12 St","40.7668","-73.9347774","Broadway & 12 St"
"720","Carroll St & Franklin Ave","40.6679411","-73.9588","Carroll St & Franklin Ave"
"721","21 St & 31 Dr","40.7659","-73.930819","21 St & 31 Dr"
"722","Crescent St & Broadway","40.7633589","-73.9286471","Crescent St & Broadway"
"723","31 St & Broadway","40.761584","-73.925921","31 St & Broadway"
"724","35 St & Broadway","40.760339","-73.9222427","35 St & Broadway"
"725","Sullivan Pl & Bedford Ave","40.6642406","-73.9574686","Sullivan Pl & Bedford Ave"
"726","43 St & Broadway","40.7577284","-73.9166368","43 St & Broadway"
"727","Newton Rd & 44 St","40.7595701","-73.9142678","Newton Rd & 44 St"
"728","Franklin Ave & Empire Blvd","40.66314","-73.9605695","Franklin Ave & Empire Blvd"
"729","Sterling St & Bedford Ave","40.6627059","-73.9569115","Sterling St & Bedford Ave"
"730","31 Ave & 34 St","40.763154","-73.920827","31 Ave & 34 St"
"731","North Moore St & Greenwich St","40.7201952143746","-74.0103006362915","North Moore St & Greenwich St"
"732","31 Ave & 30 St","40.7647","-73.9240312","31 Ave & 30 St"
"733","Rogers Ave & Sterling St","40.6630619","-73.9538746","Rogers Ave & Sterling St"
"734","31 Ave & Crescent St","40.7658346","-73.9265474","31 Ave & Crescent St"
"735","49 Ave & 21 St","40.74252","-73.948852","49 Ave & 21 St"
"736","31 Ave & 14 St","40.7682","-73.9322662","31 Ave & 14 St"
"737","5 St & 51 Ave","40.7423737","-73.9566","5 St & 51 Ave"
"738","Vernon Blvd & 31 Ave","40.7692475","-73.9354504","Vernon Blvd & 31 Ave"
"739","Vernon Blvd & 30 Rd","40.770845","-73.934171","Vernon Blvd & 30 Rd"
"740","Vernon Blvd & 47 Rd","40.7449067","-73.9534573","Vernon Blvd & 47 Rd"
"741","30 Ave & 21 St","40.7703743","-73.9286078","30 Ave & 21 St"
"742","Center Blvd & 48 Ave","40.745038","-73.957539","Center Blvd & 48 Ave"
"743","Crescent St & 30 Ave","40.768692","-73.9249574","Crescent St & 30 Ave"
"744","44 Dr & 21 St","40.748","-73.9460927","44 Dr & 21 St"
"745","Steinway St & 28 Ave","40.7656251","-73.9136695","Steinway St & 28 Ave"
"746","28 Ave & 35 St","40.7671","-73.9169858","28 Ave & 35 St"
"747","27 St & Hunter St","40.7485","-73.941275","27 St & Hunter St"
"748","Newtown Ave & 23 St","40.7713615","-73.9246145","Newtown Ave & 23 St"
"749","11 St & 43 Ave","40.7519071","-73.9479119","11 St & 43 Ave"
"750","27 Ave & 9 St","40.7739825","-73.9309134","27 Ave & 9 St"
"751","E 128 St & Madison Ave","40.80756","-73.939182","E 128 St & Madison Ave"
"752","W 120 St & Claremont Ave","40.8109494","-73.9634","W 120 St & Claremont Ave"
"753","Lenox Ave & W 117 St","40.8025566","-73.9490782","Lenox Ave & W 117 St"
"754","Adam Clayton Powell Blvd & W 126 St","40.8094953477795","-73.9477649331093","Adam Clayton Powell Blvd & W 126 St"
"755","Frederick Douglass Blvd & W 115 St","40.8038654","-73.9559308","Frederick Douglass Blvd & W 115 St"
"756","Crown St & Bedford Ave","40.666563","-73.956741","Crown St & Bedford Ave"
"757","Fulton St & Waverly Ave","40.6832386546034","-73.9659959077835","Fulton St & Waverly Ave"
"758","Washington St","40.7242941","-74.0354826","Washington St"
"759","Harborside","40.7192517","-74.034234","Harborside"
"760","Journal Square","40.73367","-74.0625","Journal Square"
"761","Broadway & W 25 St","40.7428687731211","-73.9891862869263","Broadway & W 25 St"
"762","35 Ave & 10 St","40.7631548191037","-73.9398550987244","35 Ave & 10 St"
"763","48 Ave & 30 Pl","40.7412830935599","-73.9372587203979","48 Ave & 30 Pl"
"764","Flushing Ave & Vanderbilt Ave","40.6979503156954","-73.970775604248","Flushing Ave & Vanderbilt Ave"
"765","W 129 St & Convent Ave","40.8143944379158","-73.9532473683357","W 129 St & Convent Ave"
"766","31 St & 35 Ave","40.7582046469676","-73.9283215999603","31 St & 35 Ave"
"767","31 St & Northern Blvd","40.7518695142187","-73.933492898941","31 St & Northern Blvd"
"768","E 2 St & Avenue A","40.7230774906867","-73.9858362078667","E 2 St & Avenue A"
"769","W 18 St & 9 Ave","40.7435337324616","-74.0036755800247","W 18 St & 9 Ave"
"770","W 17 St & 9 Ave","40.7429489166009","-74.0041369199753","W 17 St & 9 Ave"
"771","W 16 St & 8 Ave","40.7410215090027","-74.001384973526","W 16 St & 8 Ave"
"772","Montgomery St & Franklin Ave","40.6664393068708","-73.9605563879013","Montgomery St & Franklin Ave"
"773","31 Ave & Steinway St","40.7612938972891","-73.916916847229","31 Ave & Steinway St"
"774","Leonard St & Nassau Ave","40.7239567849954","-73.9498436450958","Leonard St & Nassau Ave"
"775","E 81 St & 2 Ave","40.7747794489573","-73.9542746543884","E 81 St & 2 Ave"
"776","Dean St & Franklin Ave","40.6775920693738","-73.955637216568","Dean St & Franklin Ave"
"777","Jay St & York St","40.7014031725772","-73.9867267012596","Jay St & York St"
"778","3 Ave & E 95 St","40.7845967988489","-73.9496853947639","3 Ave & E 95 St"
"779","Van Brunt St & Van Dyke St","40.6758329439129","-74.0147262811661","Van Brunt St & Van Dyke St"
"780","Glenwood Ave","40.7275514673001","-74.0710607171059","Glenwood Ave"
"781","Fairmount Ave","40.7257261374256","-74.0719592571259","Fairmount Ave"
"782","Bergen Ave","40.722103786686","-74.0714550018311","Bergen Ave"
"783","E 43 St & 5 Ave","40.7541208107793","-73.9802518486977","E 43 St & 5 Ave"
"784","Grand St","40.7151776773203","-74.0376833081245","Grand St"
"785","W 12 St & W 4 St","40.7375612118114","-74.0039826929569","W 12 St & W 4 St"
"786","Gansevoort St & Hudson St","40.739448201304","-74.0050703287125","Gansevoort St & Hudson St"
"787","E 33 St & 1 Ave","40.7432268143217","-73.9744978398085","E 33 St & 1 Ave"
"788","W 104 St & Amsterdam Ave","40.799041392883","-73.9664947986603","W 104 St & Amsterdam Ave"
"789","Park Pl & Church St","40.7133418427591","-74.0093551576138","Park Pl & Church St"
"790","28 Ave & 44 St","40.7640893235069","-73.9106512069702","28 Ave & 44 St"
"791","5 St & Market St","40.6999974843885","-73.9744012802839","5 St & Market St"
"792","N 11 St & Kent Ave","40.7224818863822","-73.9592193067074","N 11 St & Kent Ave"
"793","Jackson Square","40.71113","-74.0789","Jackson Square"
"794","W 64 St & Thelonious Monk Circle","40.7751595343424","-73.9891869574785","W 64 St & Thelonious Monk Circle"
"795","W 50 St & 9 Ave","40.7636046779586","-73.9891795814037","W 50 St & 9 Ave"
"796","Cliff St & Fulton St","40.708317943664","-74.0050408244133","Cliff St & Fulton St"
"797","47 Ave & Skillman Ave","40.7437524099784","-73.941764831543","47 Ave & Skillman Ave"
"798","Lexington Ave & E 26 St","40.741459","-73.983293","Lexington Ave & E 26 St"
"799","W 13 St & 5 Ave","40.735445","-73.99431","W 13 St & 5 Ave"
"800","W 15 St & 6 Ave","40.7380461424828","-73.996429592371","W 15 St & 6 Ave"
"801","E 13 St & Avenue A","40.7296672939298","-73.9806796610355","E 13 St & Avenue A"
"802","W 35 St & Dyer Ave","40.754691750226","-73.9974018931389","W 35 St & Dyer Ave"
"803","Division Av & Hooper St","40.7068420310133","-73.9544353965357","Division Av & Hooper St"
"804","Driggs Ave & N 9 St","40.7181696945421","-73.9552013576031","Driggs Ave & N 9 St"
"805","40 Ave & Crescent St","40.7535992020056","-73.9379560947418","40 Ave & Crescent St"
"806","E 11 St & Avenue B","40.7274642069239","-73.9795041829348","E 11 St & Avenue B"
"807","Wyckoff St & Bond St","40.6846165389795","-73.9872128516436","Wyckoff St & Bond St"
"808","31 St & Newtown Ave","40.7675487799971","-73.9209334552288","31 St & Newtown Ave"
"809","Cadman Plaza E & Johnson St","40.695317277669","-73.9901572465897","Cadman Plaza E & Johnson St"
"810","7 Ave & Central Park South","40.7667405590595","-73.9790689945221","7 Ave & Central Park South"
"811","2 Ave & E 72 St","40.7687620293096","-73.9584079384804","2 Ave & E 72 St"
"812","Center Blvd & 51 Ave","40.7433660802702","-73.95960688591","Center Blvd & 51 Ave"
"813","Frost St & Meeker Ave","40.7178479841773","-73.9475201815367","Frost St & Meeker Ave"
"814","Pierrepont St & Monroe Pl","40.6953569332022","-73.9934402704239","Pierrepont St & Monroe Pl"
